21200501,B_0,B_0,61.2429
21200501,B_0,B_1,1.3497
21200501,B_0,B_15,0.0422
21200501,B_0,B_19,0.0422
21200501,B_0,B_2,0.2531
21200501,B_0,B_6,0.0844
21200501,B_1,B_0,1.5184
21200501,B_1,B_1,35.0924
21200501,B_1,B_13,0.0422
21200501,B_1,B_15,0.0422
21200501,B_1,B_2,7.7608
21200501,B_1,B_3,0.0844
21200501,B_1,B_4,0.1687
21200501,B_1,B_6,0.0422
21200501,B_1,B_7,0.0422
21200501,B_1,B_8,0.0422
21200501,B_10,B_10,9.1527
21200501,B_10,B_14,0.2531
21200501,B_10,B_15,0.1265
21200501,B_10,B_16,0.0422
21200501,B_10,B_28,0.0422
21200501,B_10,B_3,0.0422
21200501,B_10,B_4,0.0422
21200501,B_10,B_7,4.2178
21200501,B_10,B_8,6.4533
21200501,B_10,B_9,8.5200
21200501,B_11,B_11,19.8238
21200501,B_11,B_12,0.6749
21200501,B_11,B_13,14.2563
21200501,B_11,B_15,1.8137
21200501,B_11,B_16,3.7117
21200501,B_11,B_17,3.1212
21200501,B_11,B_19,0.8014
21200501,B_11,B_20,0.9701
21200501,B_11,B_21,0.6749
21200501,B_11,B_22,0.0844
21200501,B_11,B_23,0.7170
21200501,B_11,B_24,0.8014
21200501,B_11,B_25,0.2531
21200501,B_11,B_27,0.2952
21200501,B_11,B_28,0.1265
21200501,B_11,B_29,0.0422
21200501,B_11,B_3,0.0844
21200501,B_11,B_4,0.2952
21200501,B_11,B_5,0.1265
21200501,B_11,B_6,0.1265
21200501,B_11,B_7,0.1265
21200501,B_12,B_11,0.8857
21200501,B_12,B_12,23.8729
21200501,B_12,B_13,2.9103
21200501,B_12,B_15,4.4709
21200501,B_12,B_16,3.8804
21200501,B_12,B_17,1.6871
21200501,B_12,B_18,0.0422
21200501,B_12,B_19,1.9402
21200501,B_12,B_20,0.5061
21200501,B_12,B_21,0.4640
21200501,B_12,B_23,0.8436
21200501,B_12,B_24,0.6327
21200501,B_12,B_25,0.3374
21200501,B_12,B_27,0.1265
21200501,B_12,B_28,0.0422
21200501,B_12,B_29,0.0844
21200501,B_12,B_3,0.2952
21200501,B_12,B_5,0.0422
21200501,B_12,B_6,0.1687
21200501,B_13,B_11,14.1297
21200501,B_13,B_12,2.5729
21200501,B_13,B_13,43.0219
21200501,B_13,B_15,11.8521
21200501,B_13,B_16,21.1735
21200501,B_13,B_17,15.7747
21200501,B_13,B_19,4.9770
21200501,B_13,B_20,4.4287
21200501,B_13,B_21,2.1933
21200501,B_13,B_22,0.2531
21200501,B_13,B_23,2.6151
21200501,B_13,B_24,2.7416
21200501,B_13,B_25,1.0966
21200501,B_13,B_26,0.0422
21200501,B_13,B_27,0.4640
21200501,B_13,B_28,0.4640
21200501,B_13,B_29,0.1265
21200501,B_13,B_3,0.7592
21200501,B_13,B_4,0.8857
21200501,B_13,B_5,0.2952
21200501,B_13,B_6,0.2531
21200501,B_13,B_7,0.2109
21200501,B_13,B_8,0.3374
21200501,B_13,B_9,0.1687
21200501,B_14,B_10,0.4218
21200501,B_14,B_13,0.0422
21200501,B_14,B_14,12.2317
21200501,B_14,B_15,0.0844
21200501,B_14,B_19,0.0422
21200501,B_14,B_26,0.2109
21200501,B_14,B_7,1.5184
21200501,B_14,B_8,0.5061
21200501,B_14,B_9,1.7293
21200501,B_15,B_10,0.0422
21200501,B_15,B_11,1.8558
21200501,B_15,B_12,4.3022
21200501,B_15,B_13,10.8820
21200501,B_15,B_15,47.9146
21200501,B_15,B_16,41.8831
21200501,B_15,B_17,15.2264
21200501,B_15,B_19,30.7902
21200501,B_15,B_20,12.1474
21200501,B_15,B_21,4.6818
21200501,B_15,B_22,0.2531
21200501,B_15,B_23,7.3390
21200501,B_15,B_24,4.0913
21200501,B_15,B_25,2.4463
21200501,B_15,B_27,1.3497
21200501,B_15,B_28,0.6749
21200501,B_15,B_29,0.0844
21200501,B_15,B_3,0.6327
21200501,B_15,B_4,0.4218
21200501,B_15,B_5,0.4640
21200501,B_15,B_6,0.1265
21200501,B_15,B_7,0.0422
21200501,B_15,B_8,0.2531
21200501,B_15,B_9,0.0844
21200501,B_16,B_0,0.0422
21200501,B_16,B_11,3.3743
21200501,B_16,B_12,3.9226
21200501,B_16,B_13,20.8361
21200501,B_16,B_14,0.0422
21200501,B_16,B_15,45.4261
21200501,B_16,B_16,120.0817
21200501,B_16,B_17,43.8233
21200501,B_16,B_19,21.3844
21200501,B_16,B_20,146.2744
21200501,B_16,B_21,12.6957
21200501,B_16,B_22,0.8436
21200501,B_16,B_23,10.7133
21200501,B_16,B_24,7.0438
21200501,B_16,B_25,5.8206
21200501,B_16,B_27,0.5905
21200501,B_16,B_28,0.6749
21200501,B_16,B_29,0.2109
21200501,B_16,B_3,0.3374
21200501,B_16,B_4,0.3374
21200501,B_16,B_5,0.2952
21200501,B_16,B_6,0.1265
21200501,B_16,B_7,0.3374
21200501,B_16,B_8,0.3796
21200501,B_16,B_9,0.0422
