21200501,E_0,E_0,3.1649
21200501,E_0,E_5,0.3408
21200501,E_0,E_6,0.0730
21200501,E_0,E_7,0.1948
21200501,E_0,E_9,0.0243
21200501,E_1,E_1,0.5599
21200501,E_1,E_2,0.0243
21200501,E_1,E_5,0.1217
21200501,E_1,E_6,0.0487
21200501,E_1,E_7,0.0243
21200501,E_10,E_10,7.5958
21200501,E_10,E_11,0.0487
21200501,E_10,E_13,0.0487
21200501,E_10,E_18,0.0243
21200501,E_10,E_25,0.0243
21200501,E_11,E_10,0.0487
21200501,E_11,E_11,14.4368
21200501,E_11,E_12,9.8842
21200501,E_11,E_13,0.0243
21200501,E_11,E_14,0.0243
21200501,E_11,E_16,0.0243
21200501,E_11,E_25,0.0243
21200501,E_12,E_10,0.0243
21200501,E_12,E_11,10.1764
21200501,E_12,E_12,3.7735
21200501,E_13,E_10,0.0243
21200501,E_13,E_11,0.0487
21200501,E_13,E_13,45.7693
21200501,E_13,E_14,26.9503
21200501,E_13,E_15,4.3578
21200501,E_13,E_16,5.0395
21200501,E_13,E_17,0.0487
21200501,E_13,E_18,0.0243
21200501,E_13,E_19,0.0487
21200501,E_13,E_21,0.0243
21200501,E_13,E_7,0.0243
21200501,E_14,E_13,27.4859
21200501,E_14,E_14,6.7924
21200501,E_14,E_15,2.7023
21200501,E_14,E_16,3.4327
21200501,E_14,E_18,0.0243
21200501,E_14,E_19,0.0243
21200501,E_14,E_5,0.0243
21200501,E_15,E_13,4.6743
21200501,E_15,E_14,2.4832
21200501,E_15,E_15,0.5843
21200501,E_15,E_16,2.3858
21200501,E_15,E_26,0.0243
21200501,E_15,E_5,0.0243
21200501,E_16,E_11,0.0243
21200501,E_16,E_13,5.2099
21200501,E_16,E_14,3.0188
21200501,E_16,E_15,2.4102
21200501,E_16,E_16,15.8488
21200501,E_16,E_24,0.0243
21200501,E_17,E_13,0.0730
21200501,E_17,E_17,6.3298
21200501,E_17,E_18,0.4139
21200501,E_17,E_19,2.9458
21200501,E_17,E_20,0.8034
21200501,E_17,E_21,0.0243
21200501,E_17,E_24,0.0243
21200501,E_17,E_26,0.0243
21200501,E_17,E_5,0.0243
21200501,E_18,E_10,0.0243
21200501,E_18,E_13,0.0487
21200501,E_18,E_16,0.0243
21200501,E_18,E_17,0.4382
21200501,E_18,E_18,2.3372
21200501,E_18,E_19,9.9573
21200501,E_18,E_20,2.8484
21200501,E_18,E_24,0.0243
21200501,E_18,E_29,0.0243
21200501,E_19,E_1,0.0243
21200501,E_19,E_11,0.0974
21200501,E_19,E_13,0.0243
21200501,E_19,E_15,0.0243
21200501,E_19,E_17,2.7267
21200501,E_19,E_18,9.2756
21200501,E_19,E_19,14.2664
21200501,E_19,E_20,4.2604
21200501,E_19,E_24,0.0974
21200501,E_19,E_25,0.0487
21200501,E_19,E_26,0.0243
21200501,E_19,E_27,0.0243
21200501,E_19,E_28,0.0243
21200501,E_2,E_1,0.0243
21200501,E_2,E_2,7.3523
21200501,E_2,E_3,1.6068
21200501,E_2,E_5,0.0243
21200501,E_20,E_13,0.0243
21200501,E_20,E_17,0.5356
21200501,E_20,E_18,3.0675
21200501,E_20,E_19,4.3335
21200501,E_20,E_20,7.0358
21200501,E_20,E_24,0.0730
21200501,E_20,E_5,0.0243
21200501,E_21,E_19,0.0243
21200501,E_21,E_21,7.1088
21200501,E_21,E_22,8.4478
21200501,E_21,E_23,0.4869
21200501,E_21,E_24,6.6463
21200501,E_21,E_25,3.0188
21200501,E_21,E_26,0.4626
21200501,E_21,E_27,0.5843
21200501,E_21,E_28,0.5843
